customer_tweet_id,customer_message,amazon_reply,intent,tweet_id,text,response_tweet_id
207643.0,@AmazonHelp ya it's one nation one tax so kindly allow me to use GST of MP to do business from karnataka,@165102 We'd like to take a closer look into this. Kindly contact us here: https://t.co/hITbmQzz2y for further assistance. ^PJ,other,,,
1227289.0,@AmazonHelp Responded to that email as well,@407903 Thank you for the response. We’ll work on it and get back with an update on it.  ^SB,other,,,
780871.0,@AmazonHelp Already done. All I get is an e-mail mentioning refund of previous order. I think the priority should be to deliver the promised product😒😒,@306432 We've received your details &amp; our team is currently working on it. You should be receiving an update anytime soon. ^EM,delivery_shipping,,,
2347797.0,"@AmazonHelp Llevo todo el día esperando un paquete y acabo de recibir un paquete con dos cartones dentro, envío gestionado por Amazon.","@644773 Hola. Sentimos mucho lo sucedido. Por favor ponte en contacto con nuestro departamento de Servicio al Cliente, ellos tienen acceso a tu cuenta y podrán investigar más a fondo que ha pasado. Puedes hacerlo a través del siguiente enlace: https://",product_help,,,
247030.0,@AmazonHelp That was 24hrs back 2:13 on 06/10..how does it help??,@174678 We are working on the issue. We will revert on it at the earliest. ^SB,other,,,
2179071.0,@AmazonHelp Sorry guys I don't have time to correspond on what is clearly your fault. Refund and stop harassing me now,@356999 Kindly check the correspondence sent to your registered email ID and reply so that we can take this up &amp; assist you further. 2/2 ^EM,refund_return,,,
2806642.0,@AmazonHelp @115821 @115851 shipping is really getting bad. I’m looking in to @2300 https://t.co/904JFy1bTp,@277556 I'm sorry to hear your delivery was delayed. Did you check the tracking status on UPS for a reason regarding the delay? ^SY,delivery_shipping,,,
1004535.0,@AmazonHelp Non sur ordi il me demande le code en plus et je suis co. Mais la a chaque fois faut que je trouve un ordi :(,@357767 Avez-vous mis a jour l'application ? ^ME,product_help,,,
1385483.0,"@AmazonHelp says 📦 delivery attempted, but I've been sitting here -- no knock! Will they try again b4 9p?",@442411 We're sorry to hear this! We'd like to help any way we can; who is the listed carrier for this order: https://t.co/Y5jpI9ys9c? ^WM,delivery_shipping,,,
676971.0,"@AmazonHelp 24-48h un po' troppo considerato che mi serviva domani, avevo appena rinnovato prime apposta!",@281490 Mi spiace! Il nostro Servizio Clienti resta a tua disposizione. A presto! ^FS,prime_issue,,,
225043.0,@AmazonHelp How many times do I have to do this?? U people are totally useless,@169762 the link shared here: https://t.co/NTkrxpsbHJ (2/2)^HR,other,,,
1706264.0,"Das nächste Mal doch lieber mit Optimus Prime liefern, läuft dann sicher auch besser @AmazonHelp. #AmazonLogistics https://t.co/QbPiSyZsk4","@437236 Wenn die Sendung auch morgen nicht kommt, melde dich hier https://t.co/va1VRoK7GS und lass meine Kollegen prüfen, was los ist. ^DS",delivery_shipping,,,
987414.0,@AmazonHelp What is the best way to do this?,"@353971 Hi John, please ask your daughter to contact Amazon.de customer support via this link: https://t.co/1uLlokZkjT ^TS",other,,,
2837060.0,@AmazonHelp Hello why are prime deliveries taking 3 days please.,@789626 I apologize for the longer than expected wait. Here's some details that should help: https://t.co/E6PBNYlsiO. Let us know if you have any other questions or concerns! ^CS,prime_issue,,,
546388.0,"@AmazonHelp I’ve emailed, thank you.",@247051 Anytime! Let us know if you have any other questions or concerns. We are here to help! ^AL.,other,,,
2540382.0,@AmazonHelp none as of now...thnx !,@722079 You're welcome. We'd be pleased to assist you for any further queries. Please keep us posted. ^BS,other,,,
2301878.0,What do I do if I need to return an item @AmazonHelp but I don't have a printer &amp; their no drop off places by me 🤔,@255943 You can use a public printer at a library or such to print out the label. I hope this helps! ^TR,refund_return,,,
2474861.0,@AmazonHelp iPad 2 and iPhone 7,@707543 Thank you for clarifying! We would like to look into this in real time. Please reach out to us when you have a moment here: https://t.co/hApLpMlfHN. ^AL,other,,,
472290.0,@AmazonHelp Just went through to the account dunno what you want me to do here tbf,"@227480 If you enter the information describing the problem you'll be given the option to request a call, send an e-mail, or start a chat. ^GR",other,,,
2311795.0,"Hello @AmazonHelp ,  Recently I've had TWO packages lost in transit.  Both were shipped via your shipping company (AMZL US).  If I reorder, can I select UPS as the preferred shipper?  I never had an issue with deliveries when you shipped using @115817",@382940 I'm so sorry to hear you have had delivery issues! We would like to look into this further. Please provide your details here: https://t.co/COi6wIVr4Z ^RO,delivery_shipping,,,
,,,delivery_shipping,1138363.0,@AmazonHelp But when I click on the order it says expected Nov 2-3. How is it out for delivery if the expected date is extended by two days?,
,,,refund_return,881082.0,"@AmazonHelp This issue not resolved, now it's showing return window closed, I want to return the product, not getting any response plz resolve","8,81,08,48,81,085"
,,,delivery_shipping,1438542.0,@AmazonHelp Yes but it doesn't say why the date was moved,1438544
,,,other,2953667.0,Pls help @AmazonHelp,2953666
,,,order_issue,1190178.0,"@AmazonHelp I ordered one device and gifted it to my friend, I have to buy one for me so I requested another invitation. it's now about a month. I didn't get any notification specifying that you are eligible to buy it or not.",1190180
,,,order_issue,2670761.0,@AmazonHelp I had promised other person only because of your trust that I will give that product to him in that price but I am shocked to see the way you cheat me,2670763
,,,other,427780.0,@AmazonHelp I already filled details,427781
,,,other,232438.0,@AmazonHelp 参考価格は価格の上に表記してくれませんか？ https://t.co/IugC1btqzZ,232437
,,,other,2418365.0,@AmazonHelp Yes,2418367
,,,account_payment,2758621.0,"@AmazonHelp I still haven’t gotten my money or my account back, should I be concerned?",2758623
,,,other,2680867.0,@AmazonHelp Still no word from your team ..,
,,,other,2772370.0,@AmazonHelp Sem Problemas!,
,,,other,1710380.0,@AmazonHelp I also checked with many location Delhi Kolkata Bangalore none is working,
,,,account_payment,2878692.0,@AmazonHelp @798981 Really no cost emi not available then why you people send fake sms and we were wasting our time in checking it. This isn't you Amazon @115850 @AmazonHelp https://t.co/EthbQ4pAJI,"2,87,86,93,28,78,694"
,,,other,832702.0,"@AmazonHelp How much time you guys need to solve my case.. I think you are playing with my emotions...
@13142","8,32,70,38,32,704"
,,,account_payment,2760849.0,@AmazonHelp ギフト券使ってないんてますけど、支払いってギフト券でしか払えないんですか？,"2,76,08,51,27,60,852"
,,,other,757148.0,@AmazonHelp En eso ando 😁,757150
,,,order_issue,1474043.0,@AmazonHelp Yes. A ridiculous offer. If I order a product 4 months in advance I clearly want it. You are at fault for not fulfilling the order.,1474044
,,,other,2391882.0,@AmazonHelp こちらこそです🐤またよろしくお願いします🎾,2391883
,,,account_payment,689248.0,"@AmazonHelp Shes starving, shes had her money stolen, support staff refuse to run the fax number, told to wait 5-7 days in the dark, is this your business plan to rob every vunerable person you can? 5 times ive called support and each time im give a run a",689246
,,,other,1562316.0,How much time Will you take to solve my issues...? After complaining lots of time you finally called me..@AmazonHelp @115850 @115851,1562315
,,,other,671751.0,@AmazonHelp Thank you ☺️,671750
,,,refund_return,1159277.0,"@AmazonHelp 
Really I cant find a customer service link anywhere on your site,  then i stumble across this gem?  Never got my shipping label to send a @117634 device back to you guys.  

PS. Not buying the book https://t.co/5ojiIhwViH",1159276
,,,other,2889361.0,@AmazonHelp Thank you very much.We look forward to get Kannada language programs.,
,,,other,1748132.0,"@AmazonHelp Thanks, TM. I've asked the question and waiting for a reply.",1748134
,,,other,1380936.0,@AmazonHelp would like for you to help.,1380939
,,,other,453197.0,@AmazonHelp Thank you - they took good care of me.  Faith restored! :),453199
,,,refund_return,1428933.0,@AmazonHelp The same reason was given to me previously also but I had to wait for more 4 days and after that they told to take refund product is lost,"1,42,89,34,14,28,935"
,,,refund_return,1552163.0,@AmazonHelp I was just notified that my package was lost in shipping. How Can I get a refund for my order?,1552162
,,,delivery_shipping,2932780.0,"J’attends un colis qui est censé arriver aujourd’hui d’après Amazon, sauf que sur leur site y’a marqué « En Transit » depuis Samedi..... @AmazonHelp",2932779
,,,other,363301.0,@AmazonHelp So it won't work here? https://t.co/Vm4vYFgGz7,
,,,order_issue,1129830.0,"@AmazonHelp Hice un pedido la última vez y me lo cancelaron, he vuelto a realizarlo y quería saber si está todo en orden","1,12,98,28,11,29,838"
,,,delivery_shipping,656080.0,@AmazonHelp Just deliver what I ordered when you promised. Stop lying about delivery. 3 emails. 3 no shows since Sunday and another today. Why should I pay 4 prime?,656079
,,,product_help,238295.0,@AmazonHelp My parcel (delivered by Amazon delivery) was ripped and opened. Fort. wasn't confidential or a gift for partner but not ideal!,238293
,,,other,1897692.0,"Received the refund.. Appreciate ur prompt action.. Thank you #AmazonIndia, @AmazonHelp",2103588
,,,delivery_shipping,1261169.0,"@AmazonHelp Ordered a laptop worth ₹23,000 &amp; got a bed sheet attached with laptop bill instead on delievery. Shopping has never been this much harder !",
,,,order_issue,1522543.0,@AmazonHelp That’s ok for this time. Next time I order multiple items I can select all at once?,1522541
,,,delivery_shipping,524880.0,"@AmazonHelp LMAO! Yet another @115821 Prime shipment due today didn't show up. This is absolutely comical. I can't believe how efficient @115821 has become at disappointing me, and yet has me pay for the pleasure.",524879
,,,product_help,2424630.0,"@AmazonHelp why is my amazon fire tv not doing anything??? just installed recent updates and all I get is ""loading home""",2424654
,,,other,1298933.0,@AmazonHelp Which had nothing to do with anything. She ended nutty email by saying Amazon would no longer respond to me on this matter.,"1,29,89,34,12,98,935"
,,,other,600379.0,@AmazonHelp Yep. Said it's not your problem,
,,,other,313441.0,@AmazonHelp Your email of 7th Oct asked me to wait for 24-48 hours for next update. So checking with you now...,313442
,,,refund_return,1037191.0,@AmazonHelp No. Just been told to go out of our way (nearest post office is actually quite a bit away) to return it for a refund. All she wanted was the baskets to actually be delivered,
,,,other,2562086.0,@AmazonHelp wanted to say what a load of crap the person was couldn't wait yo get shot of me,2562085
,,,delivery_shipping,2147964.0,@AmazonHelp Just dealing with same day delivery rapidly becoming next day because my package wasn't left as expected.,2147962
,,,refund_return,637317.0,"@AmazonHelp So just to be clear, (because this was a lot of money for me) if I open it and the tablet was damaged I can return for a replacement?",637316
,,,refund_return,894619.0,@AmazonHelp Ok I've just had a refund through after following up! Thanks!,
,,,product_help,1055385.0,"@AmazonHelp This is the issue I should have - but on my Kindle and Amazon digital store, u only have last week's. #thissucks
https://t.co/eV2uXK1004",
,,,refund_return,1128030.0,"@AmazonHelp U have denied the refund , else consumer court is only option left for me. Why u r not providing ur address for legal proceeding",1128028
,,,other,679898.0,@AmazonHelp I am sick of insincere apologies and mealymouthed excuses. I am sick of having to chase and complain. #fail #cxfail,
,,,other,479373.0,@AmazonHelp Can someone from customer service contact me or give me a number to call back please,
,,,account_payment,2386381.0,@115850 @AmazonHelp I have paid postpaid bill from amazonpay and the amount was debited from the A/C (1/2),2386380
,,,other,174505.0,@AmazonHelp hello guys I wanto ask you when I order a magazine what does single issue mean? a simple issue of the magazine,174504
,,,other,1277132.0,@AmazonHelp Just check chat with ur customer care for order 407-8372592-2764368,"1,27,71,34,12,77,135"
,,,delivery_shipping,1480136.0,"@AmazonHelp email just said package delay and refund my shipping charges. last tracker update on Oct 21, still at Amazon facility, Avenel",1480138
,,,delivery_shipping,433003.0,@AmazonHelp had a chat with your customer executive and have been promised a delivery by 5:00PM tomorrow,433005
,,,product_help,318028.0,"@AmazonHelp Thanks, but doesn't help if you wish to watch or download new movies :-(",
,,,product_help,814291.0,@116618 @AmazonHelp When will be available to watch Mr Robot season 3 in Colombia?,814289
,,,delivery_shipping,2600791.0,@AmazonHelp Sigh. My replacement fire game controllers are late and customer service is being so helpful. #notreally #ugh https://t.co/uBKrefKxUt,
,,,delivery_shipping,840874.0,@AmazonHelp What is this?? Order still not delivered for yours kind information. https://t.co/0FzpuBfguN,840872
,,,other,69828.0,"@AmazonHelp Don't worry about it, I really can't be bothered. It's a *recurring*, clearly systemic issue...",69829
,,,other,1191359.0,@AmazonHelp ツイートありがとうございます。早速問い合わせしてみます。,1191357
,,,other,1223197.0,@407008 @AmazonHelp  https://t.co/gt7dxdDvVl,
,,,prime_issue,227439.0,"@AmazonHelp Query ,I have paid Prime Membership up to Oct 2018,now I get 1 year membership with echo dot. Will it extend from October 18 to October 19?",227441
,,,delivery_shipping,1738971.0,.@12339 sends back package to @115850 while in transit saying customer refused delivery! Its still 90km away from destination city! #ridiculous @115821 @AmazonHelp https://t.co/VOLLprvLa5,"17,38,97,21,73,89,73,10,00,000"
,,,product_help,317479.0,@AmazonHelp No..I've followed all instruction...router off etc... still stuck in reboot cycle,317481
,,,prime_issue,57460.0,@AmazonHelp There is no option to hide Pantry products from Prime searches. This is annoying and scammy behavior.,57459
,,,delivery_shipping,2874087.0,"@AmazonHelp By the end of the day, but I have to sit here hoping things are going to be delivered, if they are not, I’ve wasted a days holiday",2874088
,,,other,341295.0,"@AmazonHelp アドバイスありがとうございます
もう返品のために送り返しましたので、大丈夫です",341296
,,,other,1234181.0,@409476 @AmazonHelp Jajaja,
,,,delivery_shipping,1179674.0,@AmazonHelp Original estimate was the 23rf https://t.co/ppGE077LuL,1179676
,,,other,2702051.0,@AmazonHelp Yes been on the phone twice now. both times told need to wait while someone else looks into it.. sick of the lack of progress if im honest,
,,,delivery_shipping,584583.0,@AmazonHelp Arriving tomorrow. Was ordered on 26th Nov. To be delivered on 29th. Never arrived. Then told the 30th. Never arrived. Then told the 1st. Never arrived. Then told 3rd. Didn't arrive. Poor service Amazon.,584585
,,,delivery_shipping,2261693.0,@AmazonHelp Oui. Et ils me répètent que le colis sera livré demain. Sauf que demain c’est trop tard.,2261694
,,,other,72228.0,@AmazonHelp 今度は普通に届きました！ありがとうございます。,72229
,,,delivery_shipping,2254569.0,"@AmazonHelp ohhh and in the SECOND mistake of the night a customer service employee implies I'm lying to him! 

If you're having transport issues and can't do next day delivery this needs to be updated https://t.co/sds0Yy8LDK",2254568
,,,other,2873356.0,@AmazonHelp Yes I have! &amp; still looking at more deals. 🤗,
,,,product_help,1761335.0,@AmazonHelp Happening on multiple different devices,1761336
,,,product_help,1279029.0,@AmazonHelp It's a digital code (Which I think will be emailed to me rather than posted??). Game releases tomorrow 27th Oct. Will I get a physical code? https://t.co/ZIB9k1vdtF,"1,27,90,31,12,79,032"
,,,other,2600259.0,"@AmazonHelp Si, también con compra mínima de $2500...",2600261
,,,product_help,2571320.0,"Hey, @AmazonHelp, a way to get your Flash Briefing played on several Alexa devices at once so it follows me from bathroom to kitchen? Thx!",2571318
,,,other,2847303.0,@AmazonHelp Thank you. Comment now submitted.,
,,,delivery_shipping,477746.0,Hey @8809 did you know @115821 ships your products as shown on the linked photo when buyer is not home ? @AmazonHelp 👏👍 https://t.co/h6UmVR91Tn,477744
,,,order_issue,2924609.0,"@AmazonHelp Made a purchase at the same time for 2 items Mon. Notified 1 was shipped, went to track the other and it said “this was cancelled”. However, i didn’t cancel it. I received a confirmation that it went through and it gave me est arrival da",2924611
,,,other,2718043.0,@AmazonHelp yes,2718045
,,,delivery_shipping,528276.0,"@AmazonHelp Contact Hermes, who have done nothing. No timescale for delivery no information. All Amazon have said is wait til Tuesday and then contact. So much for Prime",
,,,other,815478.0,"@AmazonHelp So basically, I just want an email address or a postal address that I can submit a formal complaint to, please.",815481
,,,order_issue,915404.0,"@AmazonHelp Hi
Incomplete order. 1 item instead of 3. Someone from Amazon help has now contacted me. Thank you 😊",915406
,,,other,2725911.0,"@AmazonHelp after speaking with 3 customer service agents, the last lady was helpful and my issue was resolved. Thank you for following up",2725913
,,,other,832727.0,@AmazonHelp @13142 @115851 @115851 u r the richest person in the world and a CEO of the best known organisation as ur customer I m requesting u to help to resolve.,"8,32,73,48,32,735"
,,,other,292287.0,@AmazonHelp is this much packaging really necessary?  The one box would have been fine. https://t.co/blxldzHwl7,292286
,,,product_help,158667.0,@AmazonHelp I did for the bb cream.. Not for the eyeliner..   They gave me some amazon credit balance which was hardly for 2-3 days..  I wonder y the cosmetics things are not genuine... It can have several implications..,158669
,,,prime_issue,1574273.0,@AmazonHelp I will also cancel my prime membership as no point going through unnecessary frustration.,
,,,order_issue,169472.0,"@AmazonHelp Mhm I haven’t received an email yet, but if I’m not mistaken if the payment was taken out of my account does that mean it’s in the shipping process or has shipped already ?",169471
,,,refund_return,199979.0,@AmazonHelp you have my condition for the return in the first tweet itself. Fulfill it then we will talk,199978
,,,other,481585.0,@AmazonHelp They are the same seller!,481587
,,,prime_issue,132553.0,"@AmazonHelp Bestellaufgabe war gestern. Versand erfolgt aus eurem Versandzentrum in Tschechien. Was ist denn aktuell der Grund? Ich finde kaum Artikel, die via Prime vor Dienstag lieferbar sind. Streikauswirkungen?",132555
,,,other,2841919.0,"@AmazonHelp Ah, die schaltet die DHL dann erst frei. Würde sich oben besser machen als rechts.

Hm, das könnte einiges erklären. Ich prüfe das.",2841920
,,,account_payment,535036.0,"@AmazonHelp ""Nous rencontrons des difficultés dans le traitement du règlement de votre commande. Nous vous invitons à vérifier le type de carte que vous avez saisi, les quatre derniers chiffres ainsi que la date d'expiration de celle-ci, l'adresse de ",535039
,,,delivery_shipping,2881984.0,@AmazonHelp I’ve got an order which never arrived to an amazon locker and another which is supposed to be being returned but I haven’t had any updates.,2881983
