customer_tweet_id,customer_message,amazon_reply,intent,tweet_id,text,response_tweet_id
,,,other,1298933.0,@AmazonHelp Which had nothing to do with anything. She ended nutty email by saying Amazon would no longer respond to me on this matter.,"1,29,89,34,12,98,935"
934403.0,"@AmazonHelp I saw it, Tell me how can I get back my extra money, bacause u sell me more than item M.R.P","@341650 That's unusual, Vinod. Request you to report this to our support team here: https://t.co/vlvfJr4nN9 and we will check this. ^NK",refund_return,,,
,,,prime_issue,1574273.0,@AmazonHelp I will also cancel my prime membership as no point going through unnecessary frustration.,
,,,delivery_shipping,2147964.0,@AmazonHelp Just dealing with same day delivery rapidly becoming next day because my package wasn't left as expected.,2147962
,,,other,1191359.0,@AmazonHelp ツイートありがとうございます。早速問い合わせしてみます。,1191357
2806642.0,@AmazonHelp @115821 @115851 shipping is really getting bad. I’m looking in to @2300 https://t.co/904JFy1bTp,@277556 I'm sorry to hear your delivery was delayed. Did you check the tracking status on UPS for a reason regarding the delay? ^SY,delivery_shipping,,,
,,,other,757148.0,@AmazonHelp En eso ando 😁,757150
,,,delivery_shipping,528276.0,"@AmazonHelp Contact Hermes, who have done nothing. No timescale for delivery no information. All Amazon have said is wait til Tuesday and then contact. So much for Prime",
,,,prime_issue,227439.0,"@AmazonHelp Query ,I have paid Prime Membership up to Oct 2018,now I get 1 year membership with echo dot. Will it extend from October 18 to October 19?",227441
,,,other,2600259.0,"@AmazonHelp Si, también con compra mínima de $2500...",2600261
,,,product_help,158667.0,@AmazonHelp I did for the bb cream.. Not for the eyeliner..   They gave me some amazon credit balance which was hardly for 2-3 days..  I wonder y the cosmetics things are not genuine... It can have several implications..,158669
,,,other,453197.0,@AmazonHelp Thank you - they took good care of me.  Faith restored! :),453199
207643.0,@AmazonHelp ya it's one nation one tax so kindly allow me to use GST of MP to do business from karnataka,@165102 We'd like to take a closer look into this. Kindly contact us here: https://t.co/hITbmQzz2y for further assistance. ^PJ,other,,,
,,,prime_issue,57460.0,@AmazonHelp There is no option to hide Pantry products from Prime searches. This is annoying and scammy behavior.,57459
,,,other,2391882.0,@AmazonHelp こちらこそです🐤またよろしくお願いします🎾,2391883
,,,delivery_shipping,2881984.0,@AmazonHelp I’ve got an order which never arrived to an amazon locker and another which is supposed to be being returned but I haven’t had any updates.,2881983
2474861.0,@AmazonHelp iPad 2 and iPhone 7,@707543 Thank you for clarifying! We would like to look into this in real time. Please reach out to us when you have a moment here: https://t.co/hApLpMlfHN. ^AL,other,,,
,,,product_help,814291.0,@116618 @AmazonHelp When will be available to watch Mr Robot season 3 in Colombia?,814289
,,,refund_return,1428933.0,@AmazonHelp The same reason was given to me previously also but I had to wait for more 4 days and after that they told to take refund product is lost,"1,42,89,34,14,28,935"
,,,other,1748132.0,"@AmazonHelp Thanks, TM. I've asked the question and waiting for a reply.",1748134
,,,account_payment,2386381.0,@115850 @AmazonHelp I have paid postpaid bill from amazonpay and the amount was debited from the A/C (1/2),2386380
,,,order_issue,1474043.0,@AmazonHelp Yes. A ridiculous offer. If I order a product 4 months in advance I clearly want it. You are at fault for not fulfilling the order.,1474044
1706264.0,"Das nächste Mal doch lieber mit Optimus Prime liefern, läuft dann sicher auch besser @AmazonHelp. #AmazonLogistics https://t.co/QbPiSyZsk4","@437236 Wenn die Sendung auch morgen nicht kommt, melde dich hier https://t.co/va1VRoK7GS und lass meine Kollegen prüfen, was los ist. ^DS",delivery_shipping,,,
987414.0,@AmazonHelp What is the best way to do this?,"@353971 Hi John, please ask your daughter to contact Amazon.de customer support via this link: https://t.co/1uLlokZkjT ^TS",other,,,
,,,other,427780.0,@AmazonHelp I already filled details,427781
1227289.0,@AmazonHelp Responded to that email as well,@407903 Thank you for the response. We’ll work on it and get back with an update on it.  ^SB,other,,,
,,,other,2562086.0,@AmazonHelp wanted to say what a load of crap the person was couldn't wait yo get shot of me,2562085
,,,other,363301.0,@AmazonHelp So it won't work here? https://t.co/Vm4vYFgGz7,
,,,refund_return,881082.0,"@AmazonHelp This issue not resolved, now it's showing return window closed, I want to return the product, not getting any response plz resolve","8,81,08,48,81,085"
,,,product_help,1761335.0,@AmazonHelp Happening on multiple different devices,1761336
,,,product_help,1279029.0,@AmazonHelp It's a digital code (Which I think will be emailed to me rather than posted??). Game releases tomorrow 27th Oct. Will I get a physical code? https://t.co/ZIB9k1vdtF,"1,27,90,31,12,79,032"
,,,delivery_shipping,524880.0,"@AmazonHelp LMAO! Yet another @115821 Prime shipment due today didn't show up. This is absolutely comical. I can't believe how efficient @115821 has become at disappointing me, and yet has me pay for the pleasure.",524879
,,,other,600379.0,@AmazonHelp Yep. Said it's not your problem,
,,,refund_return,1552163.0,@AmazonHelp I was just notified that my package was lost in shipping. How Can I get a refund for my order?,1552162
,,,order_issue,1522543.0,@AmazonHelp That’s ok for this time. Next time I order multiple items I can select all at once?,1522541
,,,other,292287.0,@AmazonHelp is this much packaging really necessary?  The one box would have been fine. https://t.co/blxldzHwl7,292286
2893073.0,Yo @AmazonHelp how do I report hack if cant sign in,@172665 You can contact us without signing in using this link: https://t.co/pQ5tKC3tZ4 ^LI,account_payment,,,
2540382.0,@AmazonHelp none as of now...thnx !,@722079 You're welcome. We'd be pleased to assist you for any further queries. Please keep us posted. ^BS,other,,,
,,,other,832727.0,@AmazonHelp @13142 @115851 @115851 u r the richest person in the world and a CEO of the best known organisation as ur customer I m requesting u to help to resolve.,"8,32,73,48,32,735"
,,,other,232438.0,@AmazonHelp 参考価格は価格の上に表記してくれませんか？ https://t.co/IugC1btqzZ,232437
440066.0,@AmazonHelp Where is my cheque? https://t.co/XBBjPnwDm2,@219445 Once we receive the details and we will get back to you with an update at the earliest. (2/2)^HR,account_payment,,,
2179071.0,@AmazonHelp Sorry guys I don't have time to correspond on what is clearly your fault. Refund and stop harassing me now,@356999 Kindly check the correspondence sent to your registered email ID and reply so that we can take this up &amp; assist you further. 2/2 ^EM,refund_return,,,
,,,other,1277132.0,@AmazonHelp Just check chat with ur customer care for order 407-8372592-2764368,"1,27,71,34,12,77,135"
,,,delivery_shipping,433003.0,@AmazonHelp had a chat with your customer executive and have been promised a delivery by 5:00PM tomorrow,433005
,,,account_payment,535036.0,"@AmazonHelp ""Nous rencontrons des difficultés dans le traitement du règlement de votre commande. Nous vous invitons à vérifier le type de carte que vous avez saisi, les quatre derniers chiffres ainsi que la date d'expiration de celle-ci, l'adresse de ",535039
2837060.0,@AmazonHelp Hello why are prime deliveries taking 3 days please.,@789626 I apologize for the longer than expected wait. Here's some details that should help: https://t.co/E6PBNYlsiO. Let us know if you have any other questions or concerns! ^CS,prime_issue,,,
,,,other,341295.0,"@AmazonHelp アドバイスありがとうございます
もう返品のために送り返しましたので、大丈夫です",341296
676971.0,"@AmazonHelp 24-48h un po' troppo considerato che mi serviva domani, avevo appena rinnovato prime apposta!",@281490 Mi spiace! Il nostro Servizio Clienti resta a tua disposizione. A presto! ^FS,prime_issue,,,
,,,delivery_shipping,584583.0,@AmazonHelp Arriving tomorrow. Was ordered on 26th Nov. To be delivered on 29th. Never arrived. Then told the 30th. Never arrived. Then told the 1st. Never arrived. Then told 3rd. Didn't arrive. Poor service Amazon.,584585
1666550.0,@AmazonHelp Sent you a DM please check.,@507687 Thanks for the heads up. You'll receive a response soon. ^AS,other,,,
,,,other,679898.0,@AmazonHelp I am sick of insincere apologies and mealymouthed excuses. I am sick of having to chase and complain. #fail #cxfail,
546388.0,"@AmazonHelp I’ve emailed, thank you.",@247051 Anytime! Let us know if you have any other questions or concerns. We are here to help! ^AL.,other,,,
,,,refund_return,1037191.0,@AmazonHelp No. Just been told to go out of our way (nearest post office is actually quite a bit away) to return it for a refund. All she wanted was the baskets to actually be delivered,
2276508.0,Dear @115850 i did load cash to my Amazon pay before .... Now came to know about cash load at door step .... will i get 20% cashback again if I load cash at door step ? @AmazonHelp,"@464610 Could you please help us with additional details or link of the cashback you're referring to, so that we can assist you accordingly? ^MO",account_payment,,,
,,,other,2841919.0,"@AmazonHelp Ah, die schaltet die DHL dann erst frei. Würde sich oben besser machen als rechts.

Hm, das könnte einiges erklären. Ich prüfe das.",2841920
,,,other,2889361.0,@AmazonHelp Thank you very much.We look forward to get Kannada language programs.,
323357.0,@AmazonHelp I have shared details in email to Amazon Help..,@193001 You can check the correspondences to your registered email ID here: https://t.co/8DAc10S7ww. Keep an eye for a response.^RS,other,,,
,,,refund_return,199979.0,@AmazonHelp you have my condition for the return in the first tweet itself. Fulfill it then we will talk,199978
,,,other,2953667.0,Pls help @AmazonHelp,2953666
,,,delivery_shipping,2874087.0,"@AmazonHelp By the end of the day, but I have to sit here hoping things are going to be delivered, if they are not, I’ve wasted a days holiday",2874088
227049.0,@AmazonHelp Why should you asking this bullish #Amazon All details I have shared now act for process @144148 @20542 @115821 @115850 https://t.co/5oCoUMi5q4,@158923 I just checked and we haven't received the details yet. Request you to share your details in the link provided earlier. ^GK,other,,,
,,,other,481585.0,@AmazonHelp They are the same seller!,481587
,,,other,1234181.0,@409476 @AmazonHelp Jajaja,
,,,delivery_shipping,1438542.0,@AmazonHelp Yes but it doesn't say why the date was moved,1438544
,,,delivery_shipping,2254569.0,"@AmazonHelp ohhh and in the SECOND mistake of the night a customer service employee implies I'm lying to him! 

If you're having transport issues and can't do next day delivery this needs to be updated https://t.co/sds0Yy8LDK",2254568
,,,order_issue,915404.0,"@AmazonHelp Hi
Incomplete order. 1 item instead of 3. Someone from Amazon help has now contacted me. Thank you 😊",915406
462560.0,@AmazonHelp Thank you for your response! It was through USPS,@224933 When you have time give us a call. We're available 24/7 here: https://t.co/hApLpMlfHN. We can make sure this is reported and look into options for the late order. ^EP,delivery_shipping,,,
,,,other,2873356.0,@AmazonHelp Yes I have! &amp; still looking at more deals. 🤗,
,,,delivery_shipping,1261169.0,"@AmazonHelp Ordered a laptop worth ₹23,000 &amp; got a bed sheet attached with laptop bill instead on delievery. Shopping has never been this much harder !",
,,,refund_return,894619.0,@AmazonHelp Ok I've just had a refund through after following up! Thanks!,
2311795.0,"Hello @AmazonHelp ,  Recently I've had TWO packages lost in transit.  Both were shipped via your shipping company (AMZL US).  If I reorder, can I select UPS as the preferred shipper?  I never had an issue with deliveries when you shipped using @115817",@382940 I'm so sorry to hear you have had delivery issues! We would like to look into this further. Please provide your details here: https://t.co/COi6wIVr4Z ^RO,delivery_shipping,,,
,,,product_help,1055385.0,"@AmazonHelp This is the issue I should have - but on my Kindle and Amazon digital store, u only have last week's. #thissucks
https://t.co/eV2uXK1004",
,,,prime_issue,132553.0,"@AmazonHelp Bestellaufgabe war gestern. Versand erfolgt aus eurem Versandzentrum in Tschechien. Was ist denn aktuell der Grund? Ich finde kaum Artikel, die via Prime vor Dienstag lieferbar sind. Streikauswirkungen?",132555
,,,account_payment,689248.0,"@AmazonHelp Shes starving, shes had her money stolen, support staff refuse to run the fax number, told to wait 5-7 days in the dark, is this your business plan to rob every vunerable person you can? 5 times ive called support and each time im give a run a",689246
,,,refund_return,1128030.0,"@AmazonHelp U have denied the refund , else consumer court is only option left for me. Why u r not providing ur address for legal proceeding",1128028
,,,other,1710380.0,@AmazonHelp I also checked with many location Delhi Kolkata Bangalore none is working,
,,,refund_return,637317.0,"@AmazonHelp So just to be clear, (because this was a lot of money for me) if I open it and the tablet was damaged I can return for a replacement?",637316
1004535.0,@AmazonHelp Non sur ordi il me demande le code en plus et je suis co. Mais la a chaque fois faut que je trouve un ordi :(,@357767 Avez-vous mis a jour l'application ? ^ME,product_help,,,
2580520.0,@AmazonHelp I've got Amazon Prime in Canada but Amazon music app (Android) won't recognize it - help?,@731406 I'm sorry for the trouble while using the app. Have you tried reinstalling it? I also recommend logging out and back in to the app to ensure you're using the correct account. ^RA,prime_issue,,,
,,,other,2702051.0,@AmazonHelp Yes been on the phone twice now. both times told need to wait while someone else looks into it.. sick of the lack of progress if im honest,
,,,other,313441.0,@AmazonHelp Your email of 7th Oct asked me to wait for 24-48 hours for next update. So checking with you now...,313442
1436679.0,"@AmazonHelp Très bien, merci !",@453310 Je vous en prie. Nous restons à votre disposition en cas de besoin. ^SB,other,,,
2621037.0,"@AmazonHelp Non aucune demande particulière, je complimentais votre efficacité ;)",@740589 Ravie d'apprendre que vous êtes bien satisfait de notre service😍.^FT,other,,,
247030.0,@AmazonHelp That was 24hrs back 2:13 on 06/10..how does it help??,@174678 We are working on the issue. We will revert on it at the earliest. ^SB,other,,,
